numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud,zona_original,zona_canonica,distrito_original,distrito_corregido,comuna_corregida,motivo_validacion
13-09-791-2436-000,Ruperto Fernandez-Quero,3867839 CBBA,Av. Beijing NÂ° 3064,HIPODROMO,6,569,22,347,123,Residencial,3.01.1.26.1400855,720025,1080.04,-17.408312,-66.193063,HIPODROMO,HIPÓDROMO,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-14-407-7817-000,Ernesto Kike Casal Isern,8834396 CBBA,Av. Beijing NÂ° 4425,NORESTE,11,108,47,803,122,Mixto,3.01.1.26.1756166,836726,1255.09,-17.410807,-66.202093,NORESTE,NORESTE,11,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-04-875-9504-000,ArÃ¡nzazu Solsona Hernandez,9491207 CBBA,Av. AmÃ©rica NÂ° 2987,QUERU QUERU ALTO,3,238,36,240,196,Salud,3.01.1.41.1216315,217920,326.88,-17.400383,-66.17403,QUERU QUERU ALTO,QUERU QUERU ALTO,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-09-890-9685-000,Luz Santana-Fuentes,1819999 CBBA,Av. Beijing NÂ° 4745,CALA CALA,9,577,36,934,326,Industrial,3.01.1.20.6985222,752804,1129.21,-17.367698,-66.154987,CALA CALA,CALA CALA,9,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-04-220-1081-000,PÃ­a MartÃ­nez Seco,3998071 CBBA,Av. AmÃ©rica NÂ° 4082,NOROESTE,6,439,39,949,263,Residencial,3.01.1.98.8525056,1560156,2340.23,-17.393294,-66.124034,NOROESTE,NOROESTE,6,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-20-491-3940-000,Alejandra de MacÃ­as,1777152 CBBA,Av. AmÃ©rica NÂ° 2417,ALALAY NORTE,15,260,32,684,433,Salud,3.01.1.64.1694110,712728,1069.09,-17.452404,-66.113617,ALALAY NORTE,ALALAY NORTE,15,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-12-451-6386-000,Maribel Botella Morera,2882985 CBBA,Av. AmÃ©rica NÂ° 4550,SUDESTE,14,255,34,1012,902,Educativo,3.01.1.20.6004664,2280036,3420.05,-17.357041,-66.153305,SUDESTE,SUDESTE,14,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-15-538-1034-000,Flavio Jacobo GuillÃ©n Ãvila,1481150 CBBA,Av. Melchor PÃ©rez NÂ° 4225,QUERU QUERU ALTO,11,986,49,476,142,Mixto,3.01.1.43.7362267,740656,1110.98,-17.381975,-66.139596,QUERU QUERU ALTO,QUERU QUERU ALTO,11,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-12-884-0242-000,Eugenio GalÃ¡n Macias,1385447 CBBA,Av. Blanco Galindo NÂ° 2569,LA CHIMBA,3,884,24,268,160,Educativo,3.01.1.61.3230266,242808,364.21,-17.369417,-66.139158,LA CHIMBA,CHIMBA,3,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-12-361-9290-000,Delia BarcelÃ³ Pereira,2665679 CBBA,Av. VillazÃ³n NÂ° 3042,CHIQUICOLLO,13,975,10,669,435,Industrial,3.01.1.59.3222412,1643064,2464.6,-17.445103,-66.138387,CHIQUICOLLO,CHIQUICOLLO,13,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-18-919-3553-000,Cristina CuÃ©llar Hierro,1982311 CBBA,Av. AmÃ©rica NÂ° 3312,USPHA USPHA,13,248,23,727,580,Comercial,3.01.1.85.1429158,960367,1440.55,-17.458499,-66.156945,USPHA USPHA,USPHA USPHA,13,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-04-237-9525-000,Primitiva Tur,9140540 CBBA,Av. VillazÃ³n NÂ° 4877,CALA CALA,13,638,24,775,384,Salud,3.01.1.77.5970065,869550,1304.33,-17.398052,-66.196702,CALA CALA,CALA CALA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-04-178-8813-000,Ale Sans,3453356 CBBA,Av. Blanco Galindo NÂ° 575,KHARA KHARA ARRUMANI,4,555,4,275,80,Comercial,3.01.1.74.7249530,393525,590.29,-17.447316,-66.153737,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,4,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-03-671-1118-000,Rodolfo TeÃ³filo Fiol Sala,7176730 CBBA,Av. Melchor PÃ©rez NÂ° 733,CALA CALA,6,682,8,828,585,Industrial,3.01.1.86.9976146,861948,1292.92,-17.409223,-66.183382,CALA CALA,CALA CALA,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-12-958-1111-000,Marianela Aparicio Palomino,2090779 CBBA,Av. AmÃ©rica NÂ° 2611,MAYORAZGO,7,518,13,505,91,Educativo,3.01.1.25.6390479,319665,479.5,-17.432968,-66.134558,MAYORAZGO,MAYORAZGO,7,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-13-581-0645-000,TomÃ¡s Valverde,1119116 CBBA,Av. Blanco Galindo NÂ° 3284,HIPODROMO,9,593,9,738,205,Residencial,3.01.1.68.5278143,1111428,1667.14,-17.360525,-66.160878,HIPODROMO,HIPÓDROMO,9,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-02-089-3231-000,Aura GonzÃ¡lez Gomez,7343087 CBBA,Av. Beijing NÂ° 4166,HIPODROMO,11,962,46,788,152,Industrial,3.01.1.81.6974695,659556,989.33,-17.376747,-66.162271,HIPODROMO,HIPÓDROMO,11,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-15-527-8626-000,Basilio Cantero Jurado,4576966 CBBA,Av. Beijing NÂ° 279,TICTI,9,881,37,1122,101,Salud,3.01.1.57.5170739,1550604,2325.91,-17.38489,-66.159937,TICTI,TICTI,9,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-13-814-8257-000,Lupe CarreÃ±o VelÃ¡zquez,7576909 CBBA,Av. CircunvalaciÃ³n NÂ° 2533,CALA CALA,13,600,2,319,65,Industrial,3.01.1.50.5809296,288057,432.09,-17.434965,-66.15775,CALA CALA,CALA CALA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-04-831-0898-000,Piedad Llopis Arellano,7518742 CBBA,Av. AmÃ©rica NÂ° 3511,PUKARA GRANDE NORTE,10,217,14,697,599,Residencial,3.01.1.56.1603138,547145,820.72,-17.375134,-66.195116,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,10,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-11-046-8284-000,Luis Miguel BÃ¡rcena Alsina,3184497 CBBA,Av. Melchor PÃ©rez NÂ° 759,TUPURAYA,4,581,43,735,699,Comercial,3.01.1.66.3820621,979020,1468.53,-17.393908,-66.126709,TUPURAYA,TUPURAYA,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-18-197-7882-000,LÃ¡zaro Taboada Alberola,3279297 CBBA,Av. Beijing NÂ° 507,ALALAY NORTE,11,585,9,944,816,Salud,3.01.1.34.2416424,1914432,2871.65,-17.392136,-66.141731,ALALAY NORTE,ALALAY NORTE,11,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-07-794-7834-000,Cipriano UreÃ±a CerdÃ¡n,5198747 CBBA,Av. Blanco Galindo NÂ° 3069,PUKARA GRANDE OESTE,15,584,19,945,866,Comercial,3.01.1.74.3688494,2075220,3112.83,-17.445949,-66.175173,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,15,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-11-151-4608-000,Marisela del Pomares,2619989 CBBA,Av. Blanco Galindo NÂ° 3236,PUKARA GRANDE SUR,3,483,3,1053,621,Industrial,3.01.1.25.8185365,1784835,2677.25,-17.457188,-66.148873,PUKARA GRANDE SUR,PUKARA GRANDE SUR,3,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-07-002-7259-000,Miguela Jaume Tirado,6533747 CBBA,Av. Blanco Galindo NÂ° 3780,NORESTE,4,838,19,760,611,Educativo,3.01.1.52.8593845,725040,1087.56,-17.442549,-66.107041,NORESTE,NORESTE,4,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-16-552-5125-000,Fernando Osuna,7602613 CBBA,Av. CircunvalaciÃ³n NÂ° 3870,SUDOESTE,15,85,28,843,237,Industrial,3.01.1.73.5550113,1422141,2133.21,-17.39776,-66.148883,SUDOESTE,SUDOESTE,15,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-15-985-8235-000,Emelina Lamas Franco,3399733 CBBA,Av. Melchor PÃ©rez NÂ° 2310,HIPODROMO,7,486,10,609,569,Mixto,3.01.1.51.7162475,1310568,1965.85,-17.421749,-66.155805,HIPODROMO,HIPÓDROMO,7,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-16-879-2361-000,Lucila del Ferrero,1227584 CBBA,Av. Melchor PÃ©rez NÂ° 3419,QUERU QUERU,2,601,39,979,341,Educativo,3.01.1.75.6159054,2026530,3039.8,-17.390563,-66.123193,QUERU QUERU,QUERU QUERU,2,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-08-827-2898-000,Jordi Romeu Gallo,5119389 CBBA,Av. Melchor PÃ©rez NÂ° 2442,ALALAY SUD,6,474,14,168,71,Educativo,3.01.1.18.5607571,414288,621.43,-17.447362,-66.108878,ALALAY SUD,ALALAY SUD,6,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-10-689-0584-000,Evelia Mateos Marti,2918649 CBBA,Av. Beijing NÂ° 703,MESADILLA,10,958,48,1185,644,Industrial,3.01.1.89.1012816,2142480,3213.72,-17.354735,-66.17385,MESADILLA,MESADILLA,10,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-04-463-8600-000,Pilar Pou Conesa,6313436 CBBA,Av. CircunvalaciÃ³n NÂ° 4290,MAYORAZGO,5,923,22,709,398,Educativo,3.01.1.14.7893543,538840,808.26,-17.420441,-66.198106,MAYORAZGO,MAYORAZGO,5,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-15-929-2087-000,Ariel Almagro Guzman,1922551 CBBA,Av. Beijing NÂ° 2852,JAIHUAYCO,8,121,27,749,679,Residencial,3.01.1.43.4478017,1145221,1717.83,-17.377909,-66.171286,JAIHUAYCO,JAIHUAYCO,8,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-14-652-5687-000,Tecla Garay Valenciano,3259268 CBBA,Av. Beijing NÂ° 3637,MUYURINA,13,661,49,614,426,Industrial,3.01.1.89.5847329,1365536,2048.3,-17.382272,-66.203238,MUYURINA,MUYURINA,13,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-12-749-2805-000,RaÃºl AgustÃ­n,7000692 CBBA,Av. AmÃ©rica NÂ° 1281,ALALAY NORTE,8,127,25,865,586,Industrial,3.01.1.73.7871738,1897810,2846.72,-17.448115,-66.165648,ALALAY NORTE,ALALAY NORTE,8,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-18-304-6619-000,JosÃ© Antonio de GascÃ³n,8326579 CBBA,Av. VillazÃ³n NÂ° 2958,USPHA USPHA,7,610,21,419,378,Residencial,3.01.1.13.2085624,461738,692.61,-17.379396,-66.172027,USPHA USPHA,USPHA USPHA,7,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-02-155-6455-000,Marc Bustos FerrÃ¡n,1411014 CBBA,Av. VillazÃ³n NÂ° 3946,ARANJUEZ ALTO,9,204,6,472,316,Educativo,3.01.1.47.2099007,1042176,1563.26,-17.402505,-66.121683,ARANJUEZ ALTO,ARANJUEZ ALTO,9,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-11-054-5966-000,Jose Ignacio de Corral,2641925 CBBA,Av. AmÃ©rica NÂ° 4787,CONDEBAMBA,3,753,42,794,92,Industrial,3.01.1.83.9682610,1608644,2412.97,-17.413863,-66.186307,CONDEBAMBA,CONDEBAMBA,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-03-484-6650-000,VenceslÃ¡s Agapito Iniesta Arrieta,3528801 CBBA,Av. CircunvalaciÃ³n NÂ° 108,LACMA,11,232,49,276,169,Comercial,3.01.1.22.7734801,513084,769.63,-17.383968,-66.169952,LACMA,LACMA,11,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-12-158-5762-000,Cosme AarÃ³n Cuervo GascÃ³n,1795064 CBBA,Av. Blanco Galindo NÂ° 4687,USPHA USPHA,15,999,50,479,403,Comercial,3.01.1.90.8185960,319493,479.24,-17.40974,-66.20254,USPHA USPHA,USPHA USPHA,15,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-17-111-4285-000,Crescencia VÃ¡zquez-Maza,3525660 CBBA,Av. Melchor PÃ©rez NÂ° 3265,SARCOBAMBA,5,780,44,893,70,Industrial,3.01.1.80.9376821,610812,916.22,-17.455904,-66.146752,SARCOBAMBA,SARCOBAMBA,5,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-05-723-3412-000,Natividad Montserrat,6143387 CBBA,Av. Blanco Galindo NÂ° 3455,PUKARA GRANDE NORTE,2,366,26,1133,423,Salud,3.01.1.85.6803030,692263,1038.39,-17.433006,-66.168472,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,2,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-15-972-5404-000,Moreno Jurado Osorio,7758576 CBBA,Av. Beijing NÂ° 1644,PUKARA GRANDE SUR,11,540,11,569,127,Comercial,3.01.1.11.6800987,947954,1421.93,-17.353002,-66.153035,PUKARA GRANDE SUR,PUKARA GRANDE SUR,11,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-14-349-9087-000,Leonel del JimÃ©nez,2977166 CBBA,Av. AmÃ©rica NÂ° 1010,KHARA KHARA ARRUMANI,7,925,1,1029,271,Salud,3.01.1.35.4808504,715155,1072.73,-17.401404,-66.142858,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,7,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-02-317-2926-000,EfraÃ­n Duarte Aguilar,1156905 CBBA,Av. Beijing NÂ° 4262,LA MAICA,13,521,36,1006,65,Comercial,3.01.1.21.2390156,2158876,3238.31,-17.364268,-66.161272,LA MAICA,LA MAICA,13,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-05-725-7092-000,MarÃ­a BelÃ©n Vicente Tomas,6620480 CBBA,Av. VillazÃ³n NÂ° 3734,USPHA USPHA,6,639,18,475,271,Salud,3.01.1.19.4981611,1167075,1750.61,-17.448241,-66.142088,USPHA USPHA,USPHA USPHA,6,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-01-731-4004-000,Cipriano Duque,6891372 CBBA,Av. CircunvalaciÃ³n NÂ° 2905,SARCO,6,259,33,628,318,Industrial,3.01.1.99.1844202,1089580,1634.37,-17.464339,-66.14389,SARCO,SARCO,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-20-367-0897-000,RubÃ©n Serra CarbÃ³,5663891 CBBA,Av. VillazÃ³n NÂ° 813,ALALAY SUD,3,121,14,601,249,Salud,3.01.1.25.7416065,441134,661.7,-17.37587,-66.144458,ALALAY SUD,ALALAY SUD,3,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-10-281-7172-000,Aristides Clavero UrÃ­a,3398569 CBBA,Av. AmÃ©rica NÂ° 2561,CALA CALA,8,525,33,936,650,Mixto,3.01.1.59.6701156,1234584,1851.88,-17.39992,-66.171682,CALA CALA,CALA CALA,8,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-09-498-9528-000,Alcides Armengol Garcia,1524976 CBBA,Av. Beijing NÂ° 2113,ALALAY SUD,5,904,7,435,207,Salud,3.01.1.40.5310420,604215,906.32,-17.382713,-66.188758,ALALAY SUD,ALALAY SUD,5,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-18-027-3976-000,Evangelina Chaparro Leiva,4491090 CBBA,Av. Melchor PÃ©rez NÂ° 1706,VALLE HERMOSO,15,398,34,632,483,Industrial,3.01.1.44.6996854,1532600,2298.9,-17.427294,-66.141486,VALLE HERMOSO,VALLE HERMOSO,15,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-18-592-3083-000,Rosalinda Aznar-Zorrilla,1206600 CBBA,Av. VillazÃ³n NÂ° 3808,CHIQUICOLLO,13,808,40,977,525,Residencial,3.01.1.97.9600813,1982333,2973.5,-17.385421,-66.161346,CHIQUICOLLO,CHIQUICOLLO,13,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-20-108-9873-000,Teresa Ãngel DÃ­az,9449665 CBBA,Av. Beijing NÂ° 4959,VILLA BUSCH,7,186,18,1145,135,Comercial,3.01.1.25.2092501,2097640,3146.46,-17.385039,-66.182167,VILLA BUSCH,VILLA BUSH,7,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-18-145-0086-000,Vidal Acedo-Lastra,5516079 CBBA,Av. Beijing NÂ° 178,QUERU QUERU ALTO,3,798,31,446,383,Residencial,3.01.1.77.8890819,962022,1443.03,-17.381104,-66.183251,QUERU QUERU ALTO,QUERU QUERU ALTO,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-06-417-0059-000,Eutropio LladÃ³ NicolÃ¡s,9490028 CBBA,Av. AmÃ©rica NÂ° 2858,QUERU QUERU,8,158,33,786,475,Residencial,3.01.1.97.4931966,633516,950.27,-17.420582,-66.16649,QUERU QUERU,QUERU QUERU,8,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-08-659-3725-000,Reinaldo Hoz,2355001 CBBA,Av. AmÃ©rica NÂ° 1449,MAYORAZGO,7,57,6,270,211,Educativo,3.01.1.84.5730501,416610,624.91,-17.38458,-66.202132,MAYORAZGO,MAYORAZGO,7,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-05-298-4602-000,Catalina Belda Mateos,7714227 CBBA,Av. Melchor PÃ©rez NÂ° 597,CHIQUICOLLO,13,113,34,756,214,Industrial,3.01.1.45.5257321,748440,1122.66,-17.3663,-66.17352,CHIQUICOLLO,CHIQUICOLLO,13,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-04-074-8679-000,Edgardo Lucas Cuesta,4156821 CBBA,Av. Melchor PÃ©rez NÂ° 3851,LA CHIMBA,11,485,5,673,290,Comercial,3.01.1.83.7095979,660213,990.32,-17.388649,-66.186731,LA CHIMBA,CHIMBA,11,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-04-405-7254-000,Florentino Lluch Huerta,7395525 CBBA,Av. CircunvalaciÃ³n NÂ° 4835,ALALAY NORTE,13,511,39,275,163,Comercial,3.01.1.86.8851601,291225,436.84,-17.396809,-66.190405,ALALAY NORTE,ALALAY NORTE,13,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-17-869-5341-000,SalomÃ³n Pino,3025013 CBBA,Av. CircunvalaciÃ³n NÂ° 3434,VILLA BUSCH,14,397,7,435,262,Residencial,3.01.1.59.3102819,664245,996.37,-17.411329,-66.129445,VILLA BUSCH,VILLA BUSH,14,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-19-413-2356-000,Felix Somoza Isern,1765291 CBBA,Av. CircunvalaciÃ³n NÂ° 3027,HIPODROMO,13,51,41,314,285,Mixto,3.01.1.51.5803312,586552,879.83,-17.353869,-66.175484,HIPODROMO,HIPÓDROMO,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-15-139-0054-000,Federico Cabello Hoyos,2932870 CBBA,Av. Beijing NÂ° 4543,TUPURAYA,9,958,14,1031,1002,Mixto,3.01.1.42.8414979,2141387,3212.08,-17.401999,-66.191022,TUPURAYA,TUPURAYA,9,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-13-805-3955-000,GerÃ³nimo GarcÃ­a MontalbÃ¡n,5240639 CBBA,Av. Melchor PÃ©rez NÂ° 2659,SARCOBAMBA,10,834,4,212,68,Residencial,3.01.1.69.8813396,290440,435.66,-17.400622,-66.207374,SARCOBAMBA,SARCOBAMBA,10,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-04-380-6635-000,Azahar Carmina IÃ±iguez Heredia,9765039 CBBA,Av. Beijing NÂ° 1614,SUDESTE,15,188,1,495,74,Mixto,3.01.1.62.2344988,974655,1461.98,-17.38954,-66.205519,SUDESTE,SUDESTE,15,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-20-618-9180-000,Felipa Rubio,6086505 CBBA,Av. AmÃ©rica NÂ° 4799,LA MAICA,14,367,17,1055,800,Mixto,3.01.1.29.8047387,1163665,1745.5,-17.405851,-66.183864,LA MAICA,LA MAICA,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-10-343-7390-000,Humberto Barriga Malo,8134585 CBBA,Av. CircunvalaciÃ³n NÂ° 207,JAIHUAYCO,15,91,4,420,201,Salud,3.01.1.37.6215329,947520,1421.28,-17.371407,-66.136913,JAIHUAYCO,JAIHUAYCO,15,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-03-794-4602-000,Ale Morata-Pazos,6670478 CBBA,Av. Melchor PÃ©rez NÂ° 1924,QUERU QUERU ALTO,4,110,9,1140,439,Residencial,3.01.1.28.5474643,1805760,2708.64,-17.378416,-66.153017,QUERU QUERU ALTO,QUERU QUERU ALTO,4,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-07-776-6929-000,Mercedes Gracia Taboada,7849672 CBBA,Av. AmÃ©rica NÂ° 3101,CONDEBAMBA,10,949,9,898,213,Comercial,3.01.1.72.6502145,1356878,2035.32,-17.463119,-66.138877,CONDEBAMBA,CONDEBAMBA,10,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-09-268-7059-000,FabiÃ¡n Carrera,8388214 CBBA,Av. CircunvalaciÃ³n NÂ° 2873,JAIHUAYCO,7,490,29,629,179,Salud,3.01.1.74.7592061,585599,878.4,-17.431993,-66.187516,JAIHUAYCO,JAIHUAYCO,7,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-14-741-3874-000,Angelina Carrillo,7598514 CBBA,Av. Blanco Galindo NÂ° 2902,HIPODROMO,6,531,26,314,226,Salud,3.01.1.90.2586451,393128,589.69,-17.411437,-66.20614,HIPODROMO,HIPÓDROMO,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-03-339-1951-000,Rosalinda Ledesma CalderÃ³n,4560366 CBBA,Av. Beijing NÂ° 4935,TICTI,6,503,12,448,244,Mixto,3.01.1.70.9962380,1076544,1614.82,-17.413734,-66.134179,TICTI,TICTI,6,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-09-489-8842-000,Sonia Lozano,3399222 CBBA,Av. CircunvalaciÃ³n NÂ° 3687,CALA CALA,13,562,21,1197,210,Comercial,3.01.1.15.8907677,915705,1373.56,-17.405351,-66.207788,CALA CALA,CALA CALA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-10-520-6997-000,AndrÃ©s Felipe Armas Priego,5631221 CBBA,Av. VillazÃ³n NÂ° 4930,CONDEBAMBA,7,870,34,161,150,Residencial,3.01.1.67.1668138,165347,248.02,-17.4101,-66.172487,CONDEBAMBA,CONDEBAMBA,7,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-07-082-2385-000,Nacho BarÃ³n Noguera,4601287 CBBA,Av. Melchor PÃ©rez NÂ° 1826,SUDESTE,11,733,5,699,255,Educativo,3.01.1.26.9836027,868158,1302.24,-17.388425,-66.157187,SUDESTE,SUDESTE,11,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-20-633-3866-000,Trini Marin Solana,6933647 CBBA,Av. Beijing NÂ° 4737,NOROESTE,13,535,35,1132,227,Mixto,3.01.1.15.8832708,2550396,3825.59,-17.455567,-66.107257,NOROESTE,NOROESTE,13,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-18-847-9807-000,Ruben Feliu Campos,3638562 CBBA,Av. CircunvalaciÃ³n NÂ° 1000,CHIQUICOLLO,4,26,26,887,119,Industrial,3.01.1.43.9227085,667024,1000.54,-17.42181,-66.198324,CHIQUICOLLO,CHIQUICOLLO,4,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-16-405-9845-000,Marisa GimÃ©nez-Sanmiguel,9585043 CBBA,Av. CircunvalaciÃ³n NÂ° 3722,VILLA BUSCH,14,827,38,1096,585,Salud,3.01.1.37.3358968,809944,1214.92,-17.407264,-66.160159,VILLA BUSCH,VILLA BUSH,14,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-01-567-0341-000,Lina MenÃ©ndez Godoy,3443711 CBBA,Av. VillazÃ³n NÂ° 2408,CALA CALA,10,859,46,397,279,Comercial,3.01.1.27.5903516,740802,1111.2,-17.422973,-66.17975,CALA CALA,CALA CALA,10,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-06-105-4413-000,Jacobo Hermenegildo Rosales Chamorro,3120888 CBBA,Av. AmÃ©rica NÂ° 3077,VALLE HERMOSO OESTE,13,157,4,375,352,Comercial,3.01.1.72.3487297,274125,411.19,-17.366551,-66.171336,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,13,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
