numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00072191,15-01-886-9864-000,TADEO GARMENDIA-FARRÃ©,9472984 CBBA,Residencial,R4,9F:46:03:D0:E2:39,04/15/17,ACTIVO,"3/4""",Solo Agua
CT-00072205,07-16-115-3061-000,IRENE CANTÃ³N-JIMENEZ,5064082 CBBA,Residencial,R3,37:5F:37:C8:F8:35,12/31/11,CORTADO,"1/2""",Agua + Alcantarillado
CT-00072218,07-13-106-8711-000,JOSE RAMÃ³N PALLARÃ¨S,5100805 CBBA,Residencial,R4,0F:4D:40:B9:04:C0,07/02/17,MOROSO,"3/4""",Agua + Alcantarillado
CT-00072262,02-04-180-1061-000,JOSÃ© LUIS NAVARRETE URRUTIA,1334913 CBBA,Residencial,R1,24:15:EE:1D:3F:5B,07/03/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072275,04-11-750-6999-000,AURELIA YÃ¡Ã±EZ LILLO,6884112 CBBA,Residencial,R2,5F:57:48:80:95:49,10/02/21,ACTIVO,"1/2""",Agua Potable
CT-00072287,08-05-343-1436-000,MERCHE HERRERO TOMÃ©,3212094 CBBA,Residencial,R2,9B:94:3C:ED:3F:6B,06/30/19,ACTIVO,"1/2""",Solo Agua
CT-00072308,01-08-921-4015-000,DANIELA IBARRA PALMA,3916055 CBBA,Residencial,R4,54:6B:BF:18:59:3A,11/19/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072309,14-07-684-0789-000,JOSÃ© MANUEL BENITEZ,3806128 CBBA,Residencial,R2,F8:32:D9:59:54:A0,05/05/19,ACTIVO,"1/2""",Agua Potable
CT-00072316,14-14-229-9983-000,ANACLETO MARTINEZ VALDÃ©S,2365394 CBBA,Comercial,C,5F:5F:F3:7A:19:11,04/02/18,ACTIVO,"1/2""",Agua Potable
CT-00072324,15-10-924-2866-000,DANIELA CABO ISERN,7079887 CBBA,Residencial,R1,48:18:66:B2:59:5C,07/26/16,MOROSO,"1/2""",Agua + Alcantarillado
CT-00072339,04-19-196-1981-000,TRISTÃ¡N CRESPO-CUENCA,1359720 CBBA,Residencial,R2,40:0E:83:6E:40:0A,05/19/12,ACTIVO,"1/2""",Agua Potable
CT-00072343,01-08-255-2380-000,JACINTA MOYA CASTELL,5617025 CBBA,Residencial,R3,7C:5D:39:F9:86:60,04/30/13,ACTIVO,"1/2""",Agua Potable
CT-00072349,07-06-517-7605-000,DELFINA DEL IZAGUIRRE,4925391 CBBA,Residencial,R3,01:5E:B0:38:36:94,10/07/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072350,10-04-381-1883-000,MERCEDES DE ALIAGA,7786142 CBBA,Residencial,R3,D8:E9:E6:32:D0:5E,02/09/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072364,13-17-972-7464-000,JORGE PAREJO OLIVERAS,2380007 CBBA,Residencial,R2,33:01:27:70:14:ED,03/25/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072366,11-15-953-5981-000,CÃ©SAR HOZ SOLANO,3762547 CBBA,Residencial,R1,90:9E:55:E7:B0:0F,01/06/23,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00072367,02-02-003-8961-000,CHARO VIGIL PAREDES,3901854 CBBA,Residencial,R1,DA:77:B7:43:D3:98,09/07/19,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00072374,02-03-269-2244-000,NICODEMO MONTERO LLANOS,3799705 CBBA,Residencial,R1,B0:2A:78:E5:71:F2,10/08/22,ACTIVO,"1/2""",Agua Potable
CT-00072377,07-05-501-9579-000,FERNANDA MORALES MATEO,1929329 CBBA,Residencial,R3,97:E4:03:AA:D5:C7,05/13/16,ACTIVO,"3/4""",Solo Agua
CT-00072385,05-06-831-2837-000,MANUEL CABRERO GIMENEZ,9757170 CBBA,Residencial,R1,22:71:49:68:D0:BB,06/14/21,SUSPENDIDO,"3/4""",Agua Potable
CT-00072398,07-18-489-0408-000,LUPITA DE CARBAJO,9024251 CBBA,Residencial,R4,18:D9:87:FA:AB:8C,06/28/13,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00072400,07-13-477-2479-000,SERAFINA ATIENZA CARPIO,8993966 CBBA,Residencial,R2,BB:2C:4C:F5:D9:95,06/23/13,CORTADO,"1/2""",Agua + Alcantarillado
CT-00072420,05-05-032-1964-000,MAXI CASTELLANOS CRIADO,7297508 CBBA,Industrial,I,C8:1D:F3:89:D2:76,07/27/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072424,11-20-218-1934-000,CONCHA PARDO SUREDA,5318552 CBBA,Residencial,R4,DA:37:E8:44:CD:48,07/23/15,ACTIVO,"1""",Agua Potable
CT-00072429,14-09-806-1877-000,HERMINIO GUERRA,3912210 CBBA,Residencial,R3,18:17:B5:98:66:B5,05/02/23,INACTIVO,"1/2""",Agua Industrial
CT-00072437,10-12-933-5748-000,OCTAVIO DIEZ SOLERA,9434300 CBBA,Residencial,R2,F9:D6:E4:14:B7:37,09/25/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072441,11-17-087-8426-000,AZAHARA CARDONA OLMEDO,9645768 CBBA,Social,S,F7:55:D2:FD:39:CC,01/25/18,MOROSO,"1/2""",Agua + Alcantarillado
CT-00072455,02-10-365-2522-000,ÃRSULA REYES FRUTOS VENDRELL,6850591 CBBA,Comercial,C,98:0A:24:E4:20:08,01/13/13,ACTIVO,"3/4""",Agua Potable
CT-00072460,15-19-770-0911-000,BELEN CODINA MARQUEZ,6594056 CBBA,Residencial,R3,11:4A:DE:A9:67:D0,09/21/11,ACTIVO,"3/4""",Agua Potable
CT-00072461,12-03-037-5207-000,EMIGDIO RIOS LARREA,6709510 CBBA,Residencial,R2,8F:CE:E4:BC:7A:CA,02/08/12,ACTIVO,"1/2""",Agua Potable
CT-00072482,13-17-936-0646-000,TRINIDAD MOLES LLOBET,7739155 CBBA,Residencial,R4,17:45:20:6B:05:EC,10/21/21,ACTIVO,"1""",Agua + Alcantarillado
CT-00072507,11-06-163-6935-000,ALEJANDRO VALLÃ©S MARQUEZ,7281373 CBBA,Residencial,R3,3D:22:A8:D9:0A:44,03/06/16,ACTIVO,"1/2""",Agua Potable
CT-00072512,12-12-752-3124-000,ROXANA PALLARÃ¨S-NEBOT,6615099 CBBA,Residencial,R2,A3:FD:FF:6A:80:F3,11/29/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072534,13-02-412-0393-000,CECILIA DE VERDUGO,1197858 CBBA,Residencial,R3,52:9A:37:71:39:02,04/12/15,ACTIVO,"3/4""",Agua Potable
CT-00072536,08-16-881-5120-000,TEÃ³FILO DEL TENA,7650911 CBBA,Residencial,R3,03:CE:BD:DC:7E:CA,08/03/21,ACTIVO,"1/2""",Agua Potable
CT-00072538,06-18-160-3090-000,MALENA CANALS-ROPERO,8167640 CBBA,Residencial,R4,B7:93:E8:EB:1D:BA,03/26/25,INACTIVO,"1/2""",Agua + Alcantarillado
CT-00072552,03-07-564-7485-000,JACINTA CRIADO LUCENA,6246975 CBBA,Residencial,R3,38:5D:75:BF:8F:A3,12/22/22,SUSPENDIDO,"1 1/2""",Agua + Alcantarillado
CT-00072556,09-04-148-9785-000,IGNACIA OJEDA ROYO,1806136 CBBA,Residencial,R2,F9:13:5C:1D:2E:D3,09/24/24,ACTIVO,"1""",Agua Potable
CT-00072571,07-04-779-3780-000,ANSELMA PORTERO-GUERRA,7838956 CBBA,Residencial,R4,C6:68:19:AB:E4:E4,07/14/23,MOROSO,"1""",Solo Agua
CT-00072583,07-15-573-3754-000,JOSEP CAMPILLO FONT,3103494 CBBA,Residencial,R2,85:5A:1C:D0:8F:22,05/27/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072625,13-20-155-6643-000,ELODIA PASCUALA PUJADAS NAVARRETE,6566390 CBBA,Comercial,C,B2:21:35:63:67:68,10/07/23,ACTIVO,"1/2""",Agua Potable
CT-00072631,10-12-794-4672-000,ANÃ­BAL MENDIZÃ¡BAL FRANCH,8200318 CBBA,Residencial,R4,58:70:76:B3:D8:F8,06/01/13,ACTIVO,"1/2""",Solo Agua
CT-00072641,03-19-387-2042-000,SEBASTIÃ¡N FONSECA REBOLLO,9243964 CBBA,Comercial,C,C0:3A:03:CA:06:9D,07/02/18,ACTIVO,"1/2""",Agua Potable
CT-00072642,12-08-387-5899-000,ANGELINO VALERA,7173596 CBBA,Residencial,R3,13:40:49:92:46:57,07/27/24,ACTIVO,"1/2""",Agua Potable
CT-00072659,02-07-027-3395-000,VÃ­CTOR BERNARDO BORREGO SOBRINO,7067269 CBBA,Residencial,R2,89:06:CB:4C:92:ED,06/14/25,ACTIVO,"1/2""",Agua Potable
CT-00072689,11-04-610-9677-000,CARLOTA LARRAÃ±AGA RÃ­OS,7268183 CBBA,Residencial,R4,90:B2:6B:F4:2F:38,12/08/19,ACTIVO,"1/2""",Agua Potable
CT-00072702,12-03-234-6675-000,CHE BARTOLOMÃ© PAZOS GUTIÃ©RREZ,1739260 CBBA,Residencial,R2,47:4B:9A:6B:8E:53,10/13/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072705,04-10-223-1812-000,EUSEBIO GARZÃ³N VIZCAÃ­NO,8900401 CBBA,Residencial,R4,D5:86:5C:56:E5:C8,05/13/24,ACTIVO,"3/4""",Agua Potable
CT-00072753,09-02-657-8099-000,ALBANO TORRECILLA DONAIRE,8723435 CBBA,Residencial,R1,77:4A:61:C8:F6:45,12/10/12,INACTIVO,"1/2""",Agua + Alcantarillado
CT-00072756,13-11-986-7981-000,JUANA CRIADO CASES,2503213 CBBA,Residencial,R4,24:71:37:79:92:42,04/25/18,ACTIVO,"1/2""",Solo Agua
CT-00072782,09-11-135-4998-000,RENATA VALENTINA JULIÃ¡ MELÃ©NDEZ,8114101 CBBA,Residencial,R2,25:11:D5:19:B4:60,04/06/26,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072832,04-15-833-9488-000,TRINI CUENCA SUÃ¡REZ,3420720 CBBA,Residencial,R4,42:28:56:CA:B9:E9,06/12/15,ACTIVO,"1/2""",Agua Potable
CT-00072833,09-13-625-5061-000,LAURA DOMINGUEZ GALIANO,7307755 CBBA,Comercial,C,92:4C:89:68:35:94,11/03/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072837,09-12-544-8237-000,ALBA LILIANA ÃLVARO BÃ¡EZ,6778497 CBBA,Residencial,R4,52:AE:69:D1:96:F8,09/17/13,CORTADO,"1/2""",Agua + Alcantarillado
CT-00072852,15-11-421-3091-000,GLAUCO MAZA-PORTA,2854122 CBBA,Residencial,R4,D3:B2:B1:5B:BE:3A,09/19/13,ACTIVO,"1/2""",Agua Potable
CT-00072860,15-03-323-1229-000,DOLORES PORCEL JOVER,8003388 CBBA,Residencial,R2,60:83:C1:58:3B:78,11/29/24,ACTIVO,"1/2""",Agua Potable
CT-00072862,14-07-933-4558-000,VIOLETA MARTÃ­-ARRIETA,8357325 CBBA,Preferencial,P,3B:82:C2:1B:45:D7,08/29/23,ACTIVO,"1/2""",Agua Potable
CT-00072882,07-12-330-8965-000,ÃGATA DE CORBACHO,1023578 CBBA,Residencial,R1,36:4B:E8:60:B9:1D,02/20/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072892,01-06-882-9921-000,CLAUDIA PIQUER,1364310 CBBA,Residencial,R4,35:26:F8:B1:6E:78,09/30/22,ACTIVO,"3/4""",Agua Potable
CT-00072901,01-13-417-4997-000,VICTORIANO BILBAO PEDRAZA,5301914 CBBA,Residencial,R4,2E:AE:A8:70:62:01,04/06/13,ACTIVO,"1/2""",Agua Potable
CT-00072908,04-19-196-1981-000,TRISTÃ¡N CRESPO-CUENCA,1359720 CBBA,Residencial,R2,3F:89:EF:6D:BF:60,05/02/19,MOROSO,"1/2""",Agua Potable
CT-00072912,13-11-635-1697-000,JOSÃ© MANUEL NICOLAU CISNEROS,8746517 CBBA,Residencial,R4,49:31:27:0C:0C:0A,03/30/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072917,13-14-110-2592-000,LINO AGULLO PALACIOS,9113999 CBBA,Comercial,C,36:08:2B:90:40:D9,06/02/18,MOROSO,"1/2""",Agua Potable
CT-00072925,05-01-842-0365-000,FAUSTO PORTA COSTA,3793465 CBBA,Residencial,R4,03:41:94:4B:39:5E,04/20/14,ACTIVO,"1/2""",Agua Potable
CT-00072934,02-20-508-8307-000,ROLANDO AMOR,7036308 CBBA,Residencial,R3,A7:49:00:A9:2E:16,12/02/11,CORTADO,"1/2""",Agua Potable
CT-00072940,14-09-128-9907-000,NATALIO CABALLERO HERNANDEZ,2403207 CBBA,Residencial,R2,7A:73:A5:AD:9B:3E,01/10/19,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00072943,02-09-937-1767-000,FABRICIO VILA-MADRIGAL,9103857 CBBA,Comercial,C,0D:42:81:84:E9:DB,04/24/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00072972,05-09-858-7454-000,BUENAVENTURA MARÃ­ BAUTISTA,3961926 CBBA,Comercial Especial,CE,5F:C2:A9:AD:98:38,11/06/11,ACTIVO,"1/2""",Agua Potable
CT-00072983,08-11-591-9286-000,AMARILIS NEIRA ALEGRE,8402176 CBBA,Comercial,C,62:CF:FE:EB:50:65,03/27/14,SUSPENDIDO,"3/4""",Agua + Alcantarillado
CT-00073007,04-05-968-6465-000,ALICIA DE HERAS,8632136 CBBA,Residencial,R1,71:9C:C6:06:56:2E,12/25/25,ACTIVO,"1""",Agua + Alcantarillado
CT-00073029,12-18-922-2616-000,LEOCADIO GUITART,7791074 CBBA,Residencial,R3,22:19:00:18:D6:58,04/20/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073032,09-04-468-8919-000,AMANDA JAUME ORTUÃ±O,4420293 CBBA,Residencial,R2,B7:CD:FD:73:C7:C4,11/01/17,MOROSO,"1/2""",Agua + Alcantarillado
CT-00073038,07-12-125-5580-000,DARÃ­O SALOM BERENGUER,1127334 CBBA,Residencial,R1,FC:08:C1:C9:6D:82,11/22/14,ACTIVO,"1/2""",Agua Potable
CT-00073069,02-09-908-5840-000,PAZ SOTO INFANTE,7352076 CBBA,Residencial,R2,EB:BD:BD:6C:85:67,02/02/23,MOROSO,"1""",Solo Agua
CT-00073072,05-02-797-1301-000,JOAN CÃ¡CERES PAZ,7091913 CBBA,Comercial,C,79:07:F5:B6:FB:DE,08/26/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073084,03-11-123-6981-000,ÃNGEL CAL GALLEGO,2000227 CBBA,Residencial,R3,8A:0B:DB:F8:32:C4,11/04/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073090,14-19-273-0153-000,FERMÃ­N JULIÃ¡N ESCOLANO TORRENS,9161080 CBBA,Preferencial,P,C5:C0:72:73:AD:C3,07/29/12,ACTIVO,"1/2""",Agua Potable
CT-00073104,15-16-323-9348-000,LISANDRO NICOLÃ¡S ANGULO,2801987 CBBA,Comercial,C,EF:24:15:CF:2C:A2,08/23/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073107,12-06-092-1981-000,AMÃ©RICA ABELLÃ¡N-BÃ¡RCENA,6142918 CBBA,Residencial,R4,2D:F4:79:81:7F:D4,09/26/12,MOROSO,"1/2""",Agua + Alcantarillado
CT-00073109,07-09-670-3585-000,AURA DEL PALMER,3249259 CBBA,Comercial,C,A1:ED:5A:D3:EA:CC,04/14/23,ACTIVO,"1/2""",Agua Potable
CT-00073150,14-06-872-1744-000,VIDAL CASTELL,3636886 CBBA,Residencial,R2,12:7A:67:19:6F:9F,03/20/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073168,02-12-166-3742-000,MAYTE LLAMAS ARMENGOL,2821786 CBBA,Residencial,R3,54:64:A3:D9:B1:27,09/23/14,ACTIVO,"1/2""",Agua Potable
CT-00073170,04-06-178-9235-000,TEOBALDO DE CONESA,1985183 CBBA,Residencial,R3,7A:27:13:EF:FA:73,05/11/19,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00073177,06-14-691-1817-000,GEMA JÃ³DAR AGUSTÃ­N,6767513 CBBA,Residencial,R3,B7:22:53:BD:5D:62,09/09/12,ACTIVO,"3/4""",Agua Potable
CT-00073217,10-08-989-9288-000,MICAELA LORENZO BENAVENTE,4377455 CBBA,Comercial,C,2F:91:34:28:9D:63,03/03/16,ACTIVO,"1""",Agua + Alcantarillado
CT-00073218,09-07-157-8865-000,VIRGILIO JORDÃ¡N-NARANJO,3001410 CBBA,Residencial,R1,BB:AC:23:1B:D3:01,03/19/24,ACTIVO,"3""",Solo Agua
CT-00073225,05-14-780-2554-000,FERNANDA LASTRA OLIVA,7662553 CBBA,Comercial,C,F8:8B:A2:3F:99:25,12/30/11,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073227,07-18-548-6671-000,SEVERIANO MURO SEGOVIA,5610481 CBBA,Residencial,R2,E8:DF:00:2A:86:5C,10/10/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073268,02-11-613-1978-000,SOLEDAD ROBLEDO VIGIL,5717341 CBBA,Residencial,R3,BB:5C:5A:62:D9:B1,03/20/19,CORTADO,"3/4""",Agua + Alcantarillado
CT-00073315,11-04-543-5307-000,OFELIA MARCO-PAZ,2999086 CBBA,Residencial,R3,F1:B8:FB:CD:53:6F,01/26/18,ACTIVO,"1/2""",Agua Potable
CT-00073319,13-10-963-2287-000,ROLANDO LUCAS LLANOS ESTRADA,3595898 CBBA,Residencial,R1,78:43:AB:70:0F:6D,11/14/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073325,06-02-642-9555-000,CASEMIRO CORTINA,1197104 CBBA,Residencial,R4,FA:97:E3:D6:57:96,04/03/14,SUSPENDIDO,"1/2""",Agua Potable
CT-00073331,07-17-282-8325-000,ANA SOFÃ­A VAZQUEZ CÃ¡MARA,6327429 CBBA,Preferencial,P,D0:50:2B:80:FC:09,07/29/20,ACTIVO,"1/2""",Agua Potable
CT-00073340,15-03-105-3330-000,PLÃ¡CIDO DE LLEDÃ³,1249036 CBBA,Residencial,R3,44:D8:9F:79:B4:59,05/22/17,ACTIVO,"1/2""",Agua Potable
CT-00073364,05-02-020-3751-000,PAULA DAZA VELÃ¡ZQUEZ,8545509 CBBA,Preferencial,P,0C:99:6F:3B:4E:E0,06/13/23,ACTIVO,"1/2""",Agua Potable
CT-00073375,15-01-647-3098-000,REINALDO ROSA POMARES,2409747 CBBA,Residencial,R2,C6:6C:68:F4:B2:97,04/22/25,ACTIVO,"3""",Agua Potable
CT-00073395,02-06-174-5216-000,ANGELINO CASARES PUGA,6802665 CBBA,Residencial,R1,6D:76:03:60:E8:C2,05/27/15,ACTIVO,"1""",Agua Potable
CT-00073398,11-15-497-2158-000,ROSAURA DE TAPIA,3219102 CBBA,Residencial,R1,8E:E2:CE:28:AF:6B,04/04/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073422,14-14-645-0398-000,NARCISA PALOMINO MORILLO,9580712 CBBA,Residencial,R2,44:5E:24:C4:68:A6,05/17/26,ACTIVO,"3/4""",Agua Potable
CT-00073440,15-19-912-7087-000,ROLDÃ¡N SIERRA DALMAU,5504914 CBBA,Industrial,I,C9:36:EB:DE:7F:9B,04/29/16,SUSPENDIDO,"1/2""",Agua Potable
CT-00073441,10-12-089-9831-000,MARICELA PIÃ±A CAMPOS,7194197 CBBA,Residencial,R1,04:B5:2C:F6:60:C3,06/15/18,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00073450,11-01-379-9964-000,CARLOTA ESPARZA RODRIGUEZ,9254724 CBBA,Comercial,C,BE:A6:73:14:A0:79,03/29/23,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00073457,05-20-150-8376-000,JOSE LUIS BENITO-ROZAS,6719117 CBBA,Residencial,R2,CA:1B:1C:8E:3D:FC,11/13/18,SUSPENDIDO,"1/2""",Agua Potable
CT-00073502,11-20-231-3578-000,YÃ©SICA ROBERTA EGEA BLASCO,6766337 CBBA,Residencial,R1,09:D3:BD:A0:AD:20,05/23/14,ACTIVO,"1""",Solo Agua
CT-00073510,13-20-756-7716-000,OLEGARIO RIVERO PLAZA,7998518 CBBA,Residencial,R3,8E:F6:1B:8E:1A:EF,03/13/14,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00073534,14-20-684-2546-000,PRUDENCIO CUÃ©LLAR VILAPLANA,7393255 CBBA,Residencial,R4,13:BC:77:46:C1:13,07/24/14,MOROSO,"1/2""",Agua Potable
CT-00073536,07-04-523-0935-000,TITO DEL ÃNGEL,1239190 CBBA,Residencial,R2,40:93:61:63:E7:ED,07/25/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073541,05-02-757-6795-000,RAFA DEL ARCO,4748304 CBBA,Residencial,R1,76:BB:67:7A:9B:A5,04/28/21,ACTIVO,"3""",Agua + Alcantarillado
CT-00073554,09-03-620-0359-000,JIMENA CUEVAS MOLINER,5778359 CBBA,Residencial,R4,D3:D2:E9:44:FB:2D,10/21/17,ACTIVO,"1/2""",Agua Potable
CT-00073566,15-07-163-1309-000,ZAIDA TORO-REYES,5010729 CBBA,Residencial,R1,A5:90:3A:BE:01:90,06/28/22,ACTIVO,"1/2""",Agua Industrial
CT-00073569,05-01-805-5208-000,TADEO TRINIDAD FORTUNY PERERA,4056833 CBBA,Residencial,R2,FC:3B:A0:95:A9:62,07/26/12,ACTIVO,"1/2""",Agua Potable
CT-00073595,08-10-011-3329-000,ENCARNACIÃ³N DEL POLO,4181572 CBBA,Residencial,R2,48:DA:F4:5C:1E:9A,04/18/22,SUSPENDIDO,"1/2""",Agua Potable
CT-00073607,10-11-321-9190-000,CALISTA MARÃ­A PILAR MARCOS REBOLLO,9642697 CBBA,Residencial,R3,67:D5:B3:77:4F:C9,11/28/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073613,09-10-369-2506-000,AMOR VILLEGAS PRADA,4468491 CBBA,Residencial,R4,DF:A6:CD:67:90:F3,03/06/20,ACTIVO,"1/2""",Agua Potable
CT-00073619,11-17-275-6967-000,DEMETRIO MÃ¡RMOL RUBIO,1381328 CBBA,Residencial,R4,B8:F1:E7:9C:3D:DE,02/12/12,ACTIVO,"1/2""",Agua Potable
CT-00073656,02-05-622-6378-000,MARIANO SARMIENTO-ELORZA,3421380 CBBA,Residencial,R4,40:38:83:D6:5F:F1,03/17/17,ACTIVO,"1/2""",Agua Potable
CT-00073660,05-16-576-8995-000,PAZ DE BLANES,8482673 CBBA,Social,S,A0:60:6A:33:32:F9,09/25/23,INACTIVO,"3/4""",Agua + Alcantarillado
CT-00073662,03-06-178-3209-000,PRIMITIVA PEREZ TELLO,9786669 CBBA,Residencial,R2,24:5D:F6:CD:C9:1D,02/07/18,INACTIVO,"1/2""",Agua + Alcantarillado
CT-00073695,01-01-663-3985-000,BENITA SANTAMARIA NARANJO,1733007 CBBA,Residencial,R3,2B:82:05:A1:A5:E9,08/08/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073702,02-02-271-5362-000,RÃ©GULO NIETO,5901202 CBBA,Residencial,R4,7E:76:66:D7:88:5B,06/10/21,MOROSO,"1/2""",Agua Potable
CT-00073710,04-02-791-6584-000,SOLEDAD URRUTIA-CABRERA,8885622 CBBA,Residencial,R2,51:9E:C8:EB:C0:EE,11/18/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073722,02-13-588-8557-000,XAVIER PINTO SAEZ,8870195 CBBA,Residencial,R1,8B:DE:2B:A8:54:68,07/04/25,CORTADO,"1""",Agua + Alcantarillado
CT-00073732,07-04-908-6437-000,GONZALO MARCO VERDÃº ALCÃ¡NTARA,7476695 CBBA,Social,S,9B:32:74:0B:CF:7D,01/02/18,ACTIVO,"1/2""",Agua Industrial
CT-00073755,15-17-166-2312-000,AITANA GOMILA VAZQUEZ,3118093 CBBA,Residencial,R1,ED:1E:1A:31:1D:99,05/01/18,ACTIVO,"1/2""",Agua Industrial
CT-00073762,04-05-749-0267-000,AUGUSTO ALONSO OLIVERA OTERO,6176534 CBBA,Residencial,R3,BB:A6:98:3E:71:1D,10/12/20,ACTIVO,"1/2""",Agua Potable
CT-00073770,07-19-068-5095-000,OSVALDO ALMEIDA MANCEBO,5796215 CBBA,Residencial,R4,BC:12:AC:C0:E6:26,05/23/18,SUSPENDIDO,"1/2""",Agua Potable
CT-00073788,09-03-697-1563-000,RÃ³MULO AYLLÃ³N-MORANTE,3212405 CBBA,Residencial,R4,26:CB:7B:9B:AD:B7,12/23/22,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00073791,11-16-375-3453-000,IRIS PASCUAL GRANDE,3051365 CBBA,Residencial,R1,86:AA:25:5D:F0:14,06/28/14,ACTIVO,"1/2""",Agua Industrial
CT-00073822,15-07-939-1518-000,GUIOMAR LÃ³PEZ QUEVEDO,2077541 CBBA,Residencial,R1,C6:3F:37:91:B4:48,05/18/18,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00073841,07-12-985-1897-000,MICAELA APARICIO ANGLADA,4336485 CBBA,Preferencial,P,57:C2:36:E0:0E:A0,05/21/21,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00073842,15-16-560-2240-000,IRMA ARELLANO BOIX,4116891 CBBA,Residencial,R4,61:C3:E4:8F:F7:76,03/26/13,ACTIVO,"3/4""",Agua Potable
CT-00073865,10-09-606-7029-000,HORACIO MILLA CASTRILLO,5907578 CBBA,Industrial,I,1A:2E:CF:3B:9B:E1,03/10/26,ACTIVO,"3/4""",Agua Industrial
CT-00073885,08-04-501-7245-000,OMAR PANCHO BARROS TEJEDOR,4750974 CBBA,Residencial,R3,5F:92:EE:07:B7:CD,11/11/13,ACTIVO,"1/2""",Agua Potable
CT-00073891,02-17-201-9007-000,GERÃ³NIMO TORRENT ÃNGEL,2010152 CBBA,Industrial,I,4A:BF:43:E0:BE:8A,09/07/12,ACTIVO,"1""",Agua + Alcantarillado
CT-00073893,06-06-964-5147-000,GLAUCO DÃ¡VILA MONTALBÃ¡N,2389139 CBBA,Residencial,R1,55:FF:A4:54:91:C8,01/03/19,ACTIVO,"1""",Agua Potable
CT-00073904,14-09-105-4779-000,EVA ACOSTA-GIRONA,5910967 CBBA,Residencial,R2,9E:8D:99:AD:AC:33,07/04/21,ACTIVO,"1/2""",Agua Potable
CT-00073934,07-05-175-3064-000,MIRTA MARCO TEJADA,2253856 CBBA,Industrial,I,4E:39:C7:4E:5C:DF,03/29/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00073950,08-13-421-8593-000,ONOFRE YÃ¡Ã±EZ CANTÃ³N,1603967 CBBA,Residencial,R1,5B:2B:26:0E:9F:C5,05/31/19,ACTIVO,"1/2""",Agua Industrial
CT-00073958,01-13-611-8688-000,IVÃ¡N CAÃ±ETE MARQUEZ,9112133 CBBA,Residencial,R3,E1:81:99:50:2C:43,08/02/25,ACTIVO,"1/2""",Agua Potable
CT-00073973,15-10-031-2312-000,JOSE ANTONIO ARANDA ALCALDE,4003147 CBBA,Residencial,R2,F0:33:58:DB:F9:6C,04/10/19,ACTIVO,"1/2""",Agua Potable
CT-00073979,15-14-476-3387-000,MARCIANO MONTES BENITO,7242247 CBBA,Residencial,R3,6B:41:5E:50:9F:9B,02/16/17,ACTIVO,"1/2""",Agua Potable
CT-00073988,12-09-862-8925-000,BALTASAR MARCOS GARMENDIA,7281716 CBBA,Comercial,C,04:F7:0C:24:82:D3,01/23/26,SUSPENDIDO,"1""",Agua Potable
