numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00074245,07-10-516-2423-000,Dora del Soto,6051065 CBBA,Residencial,R3,09:F8:9D:D2:AE:1D,12/15/25,ACTIVO,"1/2""",Agua Potable
CT-00074246,03-16-620-7835-000,Isa Arnaiz Agullo,8583727 CBBA,Comercial,C,20:F6:DA:A1:4D:02,04/06/15,ACTIVO,"1/2""",Agua Potable
CT-00074247,06-03-570-8600-000,Maxi Amparo Moll Somoza,7085656 CBBA,Residencial,R3,C9:60:23:15:3B:7C,12/14/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074248,09-19-395-8604-000,Almudena Alberto Nicolás,4222099 CBBA,Residencial,R4,6C:EA:E2:45:70:F2,12/08/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074249,07-13-259-0524-000,Rosalinda Arévalo Osorio,1165912 CBBA,Residencial,R2,9B:60:B4:20:57:E6,07/21/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074250,01-05-003-3124-000,Bibiana Diez Granados,7358187 CBBA,Residencial,R2,38:63:3B:80:8F:3F,01/19/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074251,15-01-629-8029-000,Agapito Aranda Quesada,5743021 CBBA,Residencial,R3,11:0C:A0:D0:33:6F,11/13/14,ACTIVO,"1/2""",Agua Potable
CT-00074252,08-05-812-9837-000,Porfirio Cánovas Avilés,9482564 CBBA,Residencial,R4,0E:10:8C:17:AE:C6,04/12/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074253,11-02-825-9251-000,Morena Escribano,4989362 CBBA,Residencial,R4,92:B0:6F:19:49:10,04/07/21,INACTIVO,"3/4""",Agua Potable
CT-00074254,01-11-306-2391-000,Azucena Borja Saura,2939489 CBBA,Residencial,R2,78:7C:15:2C:4D:B8,12/20/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074255,10-13-270-0654-000,León Leon Palomares,6037202 CBBA,Residencial,R2,1A:CD:FC:CC:85:A3,06/28/15,ACTIVO,"1/2""",Solo Agua
CT-00074256,03-17-230-0638-000,Aurora del Roldán,4863777 CBBA,Residencial,R2,49:39:6B:68:8F:D7,11/20/16,INACTIVO,"3/4""",Agua + Alcantarillado
CT-00074257,07-15-203-7254-000,Valentina Figueroa Amores,5116624 CBBA,Social,S,27:7D:FE:DB:20:40,11/11/11,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074258,10-13-284-6666-000,Venceslás Reina Cantón,6575567 CBBA,Residencial,R4,3B:08:E7:83:BB:2D,01/06/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074259,09-14-032-6384-000,Eugenio Azcona,5184199 CBBA,Residencial,R3,98:57:6D:78:CE:1B,11/14/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074260,14-08-016-6442-000,Cayetano Maximiliano Gil Samper,9548910 CBBA,Preferencial,P,1D:D0:D4:D6:DF:E0,09/20/12,INACTIVO,"1/2""",Agua Potable
CT-00074261,10-04-122-4505-000,Nayara Aguirre Amaya,5975407 CBBA,Residencial,R1,C8:5F:98:AA:9B:7E,05/22/15,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074262,03-08-758-3158-000,Miguela Clotilde Oliva Nieto,2752833 CBBA,Residencial,R2,FB:AF:EE:6F:41:B0,02/03/23,ACTIVO,"1/2""",Agua Potable
CT-00074263,04-13-660-0567-000,Baudelio Balaguer Piña,6103204 CBBA,Comercial,C,4B:BA:7D:73:01:0B,07/11/13,ACTIVO,"1/2""",Agua Potable
CT-00074264,01-11-316-2134-000,Miguel de Ayllón,1490924 CBBA,Residencial,R1,67:67:15:1E:1F:47,01/05/19,SUSPENDIDO,"3/4""",Agua + Alcantarillado
CT-00074265,11-20-176-9063-000,Sara Tapia Bravo,7709057 CBBA,Residencial,R3,A9:98:6B:44:E1:CA,10/22/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074266,05-16-581-7818-000,Vicente Prieto Diego,7972703 CBBA,Residencial,R4,A9:A9:E9:3F:15:35,07/16/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074267,11-17-573-4540-000,Irma Olivé Capdevila,4168413 CBBA,Residencial,R2,B5:7B:01:30:3B:B5,01/18/24,ACTIVO,"3/4""",Agua Potable
CT-00074268,07-11-538-5576-000,Fermín Bosch Oliver,3456321 CBBA,Residencial,R2,6C:69:CE:58:53:ED,10/10/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074269,03-14-299-4756-000,Jennifer Ávila Badía,3009202 CBBA,Residencial,R4,E6:CD:74:22:E2:83,01/14/24,ACTIVO,"1/2""",Agua Potable
CT-00074270,15-06-958-6786-000,Trini Pareja Gomez,1851823 CBBA,Residencial,R1,9C:E5:97:3D:03:6A,06/09/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074271,12-17-214-3204-000,Albert Rius Esteban,9950134 CBBA,Residencial,R1,5C:66:33:DE:27:2A,09/16/11,SUSPENDIDO,"3/4""",Agua + Alcantarillado
CT-00074272,08-12-729-6370-000,Manuela Nadia Diez Gibert,5631969 CBBA,Residencial,R2,C5:37:53:53:5F:1B,09/04/23,ACTIVO,"1/2""",Agua Potable
CT-00074273,09-10-787-4085-000,Régulo Losa Salgado,8793092 CBBA,Residencial,R3,F6:4C:31:8F:E8:41,11/24/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074274,02-11-707-4366-000,Yéssica Dionisia Tovar Cañas,1735327 CBBA,Residencial,R1,FE:A3:15:FA:F5:9E,08/27/16,ACTIVO,"3/4""",Agua Industrial
CT-00074275,06-09-605-4473-000,Regina del Andrés,8902488 CBBA,Residencial,R4,4F:70:2A:A9:1B:3E,08/18/12,CORTADO,"1/2""",Agua + Alcantarillado
CT-00074276,11-04-127-7455-000,Modesto Fabra Garrido,6156546 CBBA,Residencial,R3,93:52:E5:7F:A6:F2,05/29/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074277,02-18-478-4291-000,Carlos Olivera Aguirre,3708922 CBBA,Residencial,R4,03:D5:84:A0:7E:E1,01/02/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074278,10-04-083-5901-000,Emperatriz Santana Flor,6148502 CBBA,Comercial,C,09:F2:C2:34:7A:70,04/06/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074279,11-06-343-3695-000,Amando Marino Godoy Corominas,3320044 CBBA,Residencial,R2,4E:91:1E:32:AC:AA,04/06/21,MOROSO,"3/4""",Agua Potable
CT-00074280,13-11-029-9910-000,Maricruz Sacristán Alemany,3475766 CBBA,Residencial,R1,5D:61:25:E0:E7:48,07/04/18,ACTIVO,"3/4""",Solo Agua
CT-00074281,05-18-573-5718-000,Álvaro Enríquez,5349763 CBBA,Residencial,R2,E4:AC:DD:72:0E:95,05/08/15,ACTIVO,"1/2""",Agua Potable
CT-00074282,07-11-275-1485-000,Jesusa Cisneros Bru,9591934 CBBA,Residencial,R2,12:80:AF:0B:7D:41,12/06/21,SUSPENDIDO,"1/2""",Agua Potable
CT-00074283,02-01-321-7471-000,Fulgencio Balaguer Hoyos,4591875 CBBA,Residencial,R4,AD:27:A2:F3:4D:0B,10/07/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074284,05-12-692-0819-000,Marcos Campoy-Losa,1194516 CBBA,Residencial,R2,18:F4:00:11:87:AF,02/25/20,ACTIVO,"2""",Agua + Alcantarillado
CT-00074285,11-10-482-2197-000,Segismundo Villalonga-Estévez,4132689 CBBA,Residencial,R3,66:62:72:82:CC:D2,03/17/18,MOROSO,"1/2""",Agua + Alcantarillado
CT-00074286,01-13-813-7102-000,Anselma Ignacia Montero Gil,5520362 CBBA,Residencial,R1,95:0F:4A:13:E9:D8,02/07/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074287,04-15-616-4378-000,Juan Ramón Paniagua,7168882 CBBA,Residencial,R4,73:22:8C:B5:AF:32,09/25/22,INACTIVO,"3/4""",Agua Potable
CT-00074288,08-10-492-4368-000,Graciana Eli Baeza Zamorano,4802208 CBBA,Residencial,R4,E6:28:D6:22:F4:5B,05/27/23,ACTIVO,"3/4""",Agua Potable
CT-00074289,06-10-959-3723-000,Edmundo Blanco Mármol,8731479 CBBA,Comercial,C,FE:30:E7:AA:B1:3A,07/10/20,ACTIVO,"1/2""",Agua Potable
CT-00074290,13-06-601-2321-000,Eloy Donoso Puerta,3637083 CBBA,Industrial,I,09:D3:62:78:1F:A1,12/07/22,CORTADO,"1/2""",Solo Agua
CT-00074291,12-01-886-7058-000,Renato Llamas Santamaria,4418577 CBBA,Residencial,R3,BF:FB:32:D4:01:1A,01/07/18,MOROSO,"1/2""",Agua Potable
CT-00074292,13-12-813-6468-000,Silvestre Iborra Palacios,2028068 CBBA,Residencial,R3,F6:B5:9E:11:81:BB,12/30/25,SUSPENDIDO,"1""",Agua Potable
CT-00074293,13-16-941-6715-000,Anna Espinosa Zabaleta,9023959 CBBA,Residencial,R3,B1:3B:C0:33:4E:82,10/31/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074294,04-10-424-6242-000,Iker Barrio Pozo,4230003 CBBA,Residencial,R2,C1:30:A2:FA:4C:6A,08/27/18,ACTIVO,"1/2""",Agua Potable
CT-00074295,06-02-789-2773-000,Anastasia Alcolea Lluch,7447430 CBBA,Residencial,R2,FF:22:CE:73:01:38,07/06/19,ACTIVO,"1""",Solo Agua
CT-00074296,05-14-800-7617-000,Narciso Tormo-Mas,6325226 CBBA,Residencial,R4,20:94:6E:22:E3:0F,06/22/22,ACTIVO,"1/2""",Agua Potable
CT-00074297,06-11-468-5068-000,Jennifer Antón Alberdi,9136881 CBBA,Residencial,R4,24:A2:1F:9F:AB:BC,01/17/15,MOROSO,"1""",Agua + Alcantarillado
CT-00074298,14-02-714-9500-000,Eric Torrents Abellán,8348849 CBBA,Residencial,R1,A1:3D:AF:68:85:70,03/02/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074299,11-07-451-9053-000,Andrea Dominguez Blanco,9898670 CBBA,Residencial,R1,93:EC:CD:E6:96:27,07/30/14,ACTIVO,"3/4""",Agua Potable
CT-00074300,05-11-575-0289-000,Basilio de Nieto,4335602 CBBA,Residencial,R1,8F:95:AF:74:6C:32,05/28/18,ACTIVO,"1/2""",Agua Potable
CT-00074301,08-20-804-9600-000,Valerio Fuertes Morata,7875526 CBBA,Residencial,R2,D1:E1:15:18:78:D1,04/14/23,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00074302,05-11-054-8479-000,Reina Río Meléndez,4718326 CBBA,Comercial,C,97:3F:EB:0F:92:55,07/08/11,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074303,11-19-586-3216-000,Lucía Mar Mur Pelayo,7786956 CBBA,Residencial,R1,D3:1D:7D:FD:24:B4,05/23/14,ACTIVO,"1/2""",Agua Potable
CT-00074304,12-14-670-9655-000,Adelaida Calderón Fortuny,3358178 CBBA,Residencial,R2,24:F5:7F:81:18:CF,11/05/25,ACTIVO,"1/2""",Agua Potable
CT-00074305,15-13-574-7158-000,Consuela Carrasco Rivero,2303458 CBBA,Residencial,R4,82:51:B1:32:3A:3B,11/06/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074306,13-17-858-8748-000,Tatiana Neira Urrutia,4722094 CBBA,Residencial,R1,75:A1:3D:76:B5:82,12/17/12,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00074307,14-07-167-1557-000,Salvador Robles Cuéllar,3541412 CBBA,Residencial,R4,CF:72:A2:30:49:0E,05/18/26,MOROSO,"1/2""",Agua + Alcantarillado
CT-00074308,12-14-687-6600-000,Azahara Esteve-Leon,2147909 CBBA,Residencial,R2,E1:8E:FA:89:D2:19,01/27/13,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074309,08-14-726-7807-000,Máxima Cabezas,7726032 CBBA,Residencial,R1,09:25:9A:E1:5A:C6,09/21/15,ACTIVO,"1""",Agua + Alcantarillado
CT-00074310,14-02-345-4955-000,Leonel Almansa-Morán,3981790 CBBA,Residencial,R1,FB:14:A8:8B:F7:E7,01/19/13,SUSPENDIDO,"1/2""",Agua Potable
CT-00074311,06-06-072-7876-000,Asdrubal de Roman,5893640 CBBA,Residencial,R2,FF:77:8D:AD:F2:72,02/24/20,ACTIVO,"1""",Agua Industrial
CT-00074312,01-12-403-7586-000,Herberto Vega,2669685 CBBA,Residencial,R3,7C:21:E9:8F:52:9E,05/18/15,ACTIVO,"1/2""",Agua Industrial
CT-00074313,04-16-050-9409-000,Macarena Andreu Santamaría,9981622 CBBA,Residencial,R4,5F:72:F5:B9:F9:65,05/31/14,ACTIVO,"1/2""",Agua Potable
CT-00074314,03-16-154-2130-000,Severo del Pozo,6125633 CBBA,Residencial,R4,2E:C2:20:CB:7B:89,12/21/21,ACTIVO,"3/4""",Agua Potable
CT-00074315,13-12-164-4243-000,Evaristo Hoz Múgica,9563610 CBBA,Residencial,R3,92:EE:0E:06:B7:7A,11/05/24,CORTADO,"1/2""",Agua + Alcantarillado
CT-00074316,06-06-282-9289-000,Cristian Tomas,4236732 CBBA,Residencial,R1,74:1E:F0:DF:AF:4C,09/19/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074317,14-02-218-9609-000,Juan Manuel Bárcena Vaquero,7788228 CBBA,Residencial,R3,4D:F7:E2:61:A3:1D,03/03/20,MOROSO,"1/2""",Agua Potable
CT-00074318,15-02-678-3921-000,Manu Priscila Fuente Esteban,2841720 CBBA,Residencial,R4,70:DB:0D:F3:DA:94,08/29/15,ACTIVO,"1/2""",Agua Industrial
CT-00074319,13-08-219-4352-000,Miguela Gonzalez Piña,9056622 CBBA,Residencial,R2,19:B6:F2:E1:47:82,05/10/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074320,06-17-132-3716-000,Edu Vaquero Alvarez,5294187 CBBA,Residencial,R1,30:2F:5D:5F:A0:85,12/30/16,MOROSO,"3/4""",Agua Potable
CT-00074321,12-07-892-8136-000,Nacho Laguna Fabregat,3248452 CBBA,Residencial,R2,D3:12:C8:46:1D:61,12/25/21,ACTIVO,"1 1/2""",Agua Potable
CT-00074322,03-04-020-6464-000,Carmelo Andrés Santos Caballero,4104453 CBBA,Residencial,R1,6C:28:17:FF:EA:F4,06/28/15,ACTIVO,"1/2""",Agua Potable
CT-00074323,04-02-296-7703-000,Fabiana Rodríguez Feijoo,5299995 CBBA,Residencial,R4,03:15:10:EA:30:AD,04/15/24,ACTIVO,"1 1/2""",Solo Agua
CT-00074324,15-15-765-8262-000,Ibán Matas-Castillo,7350598 CBBA,Residencial,R3,B7:C9:90:2E:93:BA,01/09/13,ACTIVO,"1/2""",Agua Potable
CT-00074325,12-14-796-5912-000,Magdalena Lucena Seguí,3737148 CBBA,Residencial,R4,D5:01:56:E8:2F:DB,01/01/22,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00074326,14-14-011-7414-000,Heliodoro Sevillano,2526659 CBBA,Residencial,R1,8C:CA:46:C4:DC:07,09/23/13,SUSPENDIDO,"1/2""",Agua Potable
CT-00074327,11-07-692-1149-000,Ester Concepción Peláez Rius,3794144 CBBA,Social,S,4D:57:B7:40:3D:1A,03/05/12,ACTIVO,"1/2""",Solo Agua
CT-00074328,15-08-399-4103-000,Amaya Tejedor Pomares,2137495 CBBA,Industrial,I,B1:06:FA:82:55:98,11/17/21,ACTIVO,"1/2""",Agua Potable
CT-00074329,15-05-481-8760-000,Elisabet Pascuala Vergara Feliu,5274638 CBBA,Residencial,R1,A6:55:07:6E:27:45,06/03/15,ACTIVO,"1/2""",Agua Potable
CT-00074330,09-18-356-9739-000,Rufino Tamarit-Tomé,4695172 CBBA,Residencial,R4,E2:0F:FB:A4:B2:BD,11/17/17,SUSPENDIDO,"1/2""",Agua Potable
CT-00074331,05-14-255-2135-000,Amado Posada Bayo,8816907 CBBA,Residencial,R2,3C:48:8E:3C:54:E0,05/19/17,SUSPENDIDO,"1/2""",Agua Potable
CT-00074332,12-12-883-7543-000,Urbano Enrique Planas Bertrán,3463576 CBBA,Preferencial,P,70:D0:76:A4:09:6A,08/08/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074333,07-15-345-4655-000,Susana Romeu Cózar,7574172 CBBA,Residencial,R3,23:F1:A9:7F:AC:6E,11/13/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074334,12-05-025-3218-000,Carmina Vallejo Corominas,4976531 CBBA,Residencial,R3,B4:FE:9E:AC:00:1C,11/12/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074335,11-03-739-0182-000,Julie de Recio,8456344 CBBA,Residencial,R1,A3:2F:B6:45:02:41,08/30/20,ACTIVO,"3/4""",Agua Potable
CT-00074336,04-09-862-6913-000,Poncio Iglesias Gascón,2611061 CBBA,Residencial,R4,B9:93:0F:66:6C:6D,08/19/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074337,09-16-756-6780-000,Ruth Riba Torrent,3627343 CBBA,Preferencial,P,98:46:A1:0C:49:D2,10/18/16,ACTIVO,"1/2""",Agua Industrial
CT-00074338,03-04-582-0877-000,Ismael Jiménez Julián,6761031 CBBA,Preferencial,P,77:59:41:24:88:31,02/03/26,ACTIVO,"1/2""",Agua Potable
CT-00074339,11-07-931-1295-000,Felipe Simón Tejero Ferrando,8230281 CBBA,Industrial,I,5F:E9:A3:75:28:60,08/10/13,SUSPENDIDO,"1/2""",Agua Potable
CT-00074340,10-06-774-7137-000,Perlita Baró Hoyos,2297998 CBBA,Residencial,R3,8F:09:2F:5C:5F:17,10/19/17,ACTIVO,"3/4""",Agua Industrial
CT-00074341,12-11-828-9646-000,Graciana Jover Carro,7544732 CBBA,Residencial,R4,4B:D8:99:84:21:0D,06/20/21,ACTIVO,"1/2""",Solo Agua
CT-00074342,14-17-438-9320-000,Toribio Jáuregui-Ramos,6445370 CBBA,Residencial,R3,A6:91:3D:40:5E:C7,12/23/16,ACTIVO,"1/2""",Agua Potable
CT-00074343,03-10-140-6377-000,Isaura del Carmona,1313576 CBBA,Residencial,R4,49:7E:E3:FD:15:CD,11/19/18,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074344,13-06-369-8291-000,Regina Álvarez Alberto,7755516 CBBA,Residencial,R1,C5:D1:87:AA:2F:6F,09/23/14,ACTIVO,"2""",Agua Potable
CT-00074345,07-13-672-4802-000,Lucio Roldán Barros,2244858 CBBA,Comercial,C,2D:76:09:58:67:70,07/03/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074346,15-16-349-1133-000,Serafina Elías Salgado,6111476 CBBA,Residencial,R2,5B:8C:F6:BD:D2:DA,03/22/23,MOROSO,"1/2""",Agua Potable
CT-00074347,14-13-781-3312-000,Germán Ferreras-Ferrán,1377349 CBBA,Industrial,I,26:C1:EC:09:C1:14,11/11/16,INACTIVO,"1/2""",Agua + Alcantarillado
CT-00074348,12-01-808-4429-000,Samu Roura Ledesma,7063079 CBBA,Comercial,C,CB:13:A5:29:10:6D,02/26/14,ACTIVO,"1/2""",Solo Agua
CT-00074349,10-03-664-6616-000,Chelo Nazaret Duran Poza,7246561 CBBA,Residencial,R2,7C:0A:F8:C7:09:4E,06/21/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074350,01-04-420-1530-000,Ángeles de Villalobos,6779517 CBBA,Residencial,R2,00:25:10:C0:6B:07,01/13/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074351,15-11-705-2335-000,Mohamed Estévez Cerro,9388693 CBBA,Residencial,R1,65:CB:D7:C6:EA:6F,06/25/23,ACTIVO,"2""",Agua Potable
CT-00074352,08-04-124-4696-000,Sarita Blanca Trillo,5081022 CBBA,Social,S,54:23:5A:17:9A:44,08/21/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074353,11-06-029-6120-000,Vilma del Heras,8546153 CBBA,Residencial,R1,93:61:B6:21:1A:F6,04/21/26,ACTIVO,"1/2""",Agua Potable
CT-00074354,15-09-582-4042-000,Galo Garay,8606266 CBBA,Residencial,R2,81:81:F7:B4:D3:6D,06/30/23,ACTIVO,"1/2""",Agua Potable
CT-00074355,02-02-895-3876-000,Ariadna de Angulo,1428695 CBBA,Residencial,R3,5B:58:28:81:41:F5,10/26/12,ACTIVO,"1/2""",Solo Agua
CT-00074356,15-14-499-1127-000,Angelita de Mateos,1314221 CBBA,Residencial,R1,3B:9E:40:30:CC:C3,02/26/15,INACTIVO,"1/2""",Agua Potable
CT-00074357,12-19-229-3225-000,Nicolasa Salas Vilar,4851746 CBBA,Residencial,R1,A6:38:59:29:8B:71,02/12/26,ACTIVO,"1""",Solo Agua
CT-00074358,13-18-053-2816-000,Haydée Falcó,4027617 CBBA,Industrial,I,6E:36:D2:B0:E1:0C,12/08/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074359,10-16-624-1383-000,José Ángel Roma Peral,5437265 CBBA,Residencial,R1,54:BF:AE:68:53:FF,08/04/12,MOROSO,"1""",Agua + Alcantarillado
CT-00074360,07-12-840-7248-000,Anastasia Otilia Ocaña Sabater,9780473 CBBA,Residencial,R4,15:56:7B:DF:83:3B,02/22/14,CORTADO,"1/2""",Agua Potable
CT-00074361,12-18-779-2066-000,Espiridión Vallejo Sierra,7815099 CBBA,Residencial,R4,8B:3D:C2:F8:C8:BF,08/21/12,ACTIVO,"3/4""",Agua Potable
CT-00074362,01-13-409-4430-000,Dan de Lorenzo,7209432 CBBA,Residencial,R1,1B:75:FA:64:58:85,03/18/14,ACTIVO,"3/4""",Solo Agua
CT-00074363,08-18-148-3859-000,Félix Aragonés,7292420 CBBA,Residencial,R4,3A:21:B8:46:0A:50,08/21/14,ACTIVO,"1/2""",Agua Potable
CT-00074364,06-08-239-5659-000,Sabina Ávila Aznar,7646035 CBBA,Residencial,R2,D7:17:71:70:18:F0,02/29/24,ACTIVO,"3/4""",Agua Potable
CT-00074365,15-05-072-8163-000,Emiliana Bermudez-Pujadas,2419745 CBBA,Residencial,R4,8F:5F:C4:0F:6D:B3,05/21/17,ACTIVO,"1/2""",Agua Potable
CT-00074366,08-06-079-2515-000,Antonia Gelabert Cañas,2200351 CBBA,Residencial,R1,A0:FD:8C:C7:0D:A7,04/12/17,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074367,15-10-090-4921-000,Curro de Manso,7599553 CBBA,Residencial,R3,67:32:61:2D:99:52,12/10/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074368,15-06-948-6413-000,Roque Company Sáez,8564054 CBBA,Residencial,R4,65:97:50:E2:EF:3F,04/09/14,ACTIVO,"1/2""",Agua Potable
CT-00074369,14-17-209-5368-000,Fulgencio Perales Dominguez,2642664 CBBA,Residencial,R3,E7:96:D1:03:6A:68,01/22/14,ACTIVO,"1/2""",Solo Agua
CT-00074370,09-11-587-6619-000,Rolando Perea Cuevas,4846921 CBBA,Residencial,R2,98:57:30:27:37:F1,10/05/22,ACTIVO,"1/2""",Agua Potable
CT-00074371,04-07-425-8275-000,Florencio Sevillano-Maza,3319926 CBBA,Residencial,R1,FE:A5:28:22:4D:7C,05/18/23,ACTIVO,"3/4""",Solo Agua
CT-00074372,10-06-338-5109-000,Juliana del Espada,1803533 CBBA,Comercial,C,A3:CB:F4:76:15:50,02/19/14,CORTADO,"1""",Agua Potable
CT-00074373,07-03-914-2097-000,Elena Fernández Sáenz,7030593 CBBA,Residencial,R1,9B:6A:72:12:BE:31,04/11/12,ACTIVO,"1/2""",Agua Potable
CT-00074374,13-05-838-0829-000,Chita Marti Blanca,7655607 CBBA,Residencial,R4,11:CF:04:2C:02:E9,06/05/17,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074375,06-10-742-8808-000,Moreno Leon,7668318 CBBA,Residencial,R3,25:F6:DA:AF:FA:25,09/16/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074376,09-15-796-7872-000,Miguel Ángel Orozco,2430076 CBBA,Residencial,R3,D1:2B:C8:84:74:63,11/18/23,CORTADO,"1/2""",Agua Potable
CT-00074377,04-01-735-6932-000,Agustina Arce Cabezas,4274371 CBBA,Residencial,R4,56:0B:52:57:ED:37,04/03/21,MOROSO,"3/4""",Agua Potable
CT-00074378,04-06-907-9856-000,Adalberto del Gutiérrez,8069329 CBBA,Comercial,C,2D:63:2F:AB:32:58,03/14/14,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074379,07-01-657-6333-000,Jose del Ribera,5527684 CBBA,Residencial,R4,BB:34:DD:65:03:91,05/17/14,ACTIVO,"1/2""",Agua Potable
CT-00074380,03-15-028-1213-000,Guiomar Jaén García,4294202 CBBA,Preferencial,P,26:D8:CF:BA:36:A5,09/17/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074381,12-17-574-6385-000,Artemio Santiago,1246635 CBBA,Residencial,R4,97:2B:74:CD:07:32,01/24/19,SUSPENDIDO,"1/2""",Agua Potable
CT-00074382,11-15-578-8563-000,Perlita Diéguez Rios,7540121 CBBA,Residencial,R4,BE:D8:CD:BB:35:10,01/01/24,ACTIVO,"1""",Agua Potable
CT-00074383,12-01-690-5137-000,Sergio Fabregat Calatayud,1797359 CBBA,Residencial,R2,99:29:D2:48:91:BC,01/09/25,ACTIVO,"1/2""",Agua Potable
CT-00074384,07-12-300-7031-000,Camilo Valero Rosa Ferrández,3624413 CBBA,Residencial,R2,3D:12:84:4B:5F:F4,12/04/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00074385,12-17-376-7380-000,María Belén de Plana,4083284 CBBA,Residencial,R1,65:8D:D2:11:17:E6,07/25/17,ACTIVO,"1/2""",Agua Potable
CT-00074386,15-01-132-0950-000,Abigaíl Estevez-Pastor,9414279 CBBA,Residencial,R4,72:82:91:02:E4:87,09/27/18,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00074387,11-19-198-5043-000,Juana Rosado-Crespo,8335618 CBBA,Residencial,R4,E4:83:2A:38:4D:5E,05/27/24,ACTIVO,"1/2""",Agua Potable
CT-00074388,03-03-636-0582-000,Emilia Cruz Torres Abascal,8403541 CBBA,Residencial,R4,CA:9B:6F:8D:DC:68,09/18/11,CORTADO,"1/2""",Agua + Alcantarillado
CT-00074389,05-11-737-9053-000,Caridad del Colom,8894295 CBBA,Comercial,C,00:E1:A7:D7:4A:45,04/29/25,ACTIVO,"3""",Agua Potable
CT-00074390,01-14-979-9914-000,Flavio Rico-Ugarte,1862801 CBBA,Residencial,R4,6C:73:6F:04:CE:46,04/05/26,ACTIVO,"1/2""",Agua Industrial
CT-00074391,04-07-972-5940-000,Marco Julián Milla,7800430 CBBA,Residencial,R4,6D:46:98:CA:BE:62,01/18/23,ACTIVO,"1/2""",Agua Potable
CT-00074392,10-15-017-0191-000,Leandra del Goicoechea,5303379 CBBA,Residencial,R2,D2:A2:E8:F2:B9:87,09/15/12,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00074393,10-15-277-2962-000,Trinidad Español Maza,7637479 CBBA,Residencial,R2,10:8F:23:12:68:ED,01/13/21,ACTIVO,"1/2""",Agua Potable
CT-00074394,06-19-127-1137-000,Bartolomé Mateo Segura,8070674 CBBA,Residencial,R3,BE:37:68:48:7B:5F,03/23/25,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00074395,09-14-918-7689-000,Irene Aparicio Plaza,2182275 CBBA,Residencial,R2,C6:AF:C0:EE:0B:18,05/10/26,MOROSO,"1/2""",Agua + Alcantarillado
